Hãng xe,Dòng xe,Xuất xứ,Kiểu dáng,Hộp số,Loại động cơ,Năm sản xuất,Số Km đã đi,Số ngày bài đã đăng,Dung tích động cơ,Giá thực tế,Giá dự đoán
ford,ranger xlt 2.2l 4x4 mt 2014,nhập khẩu,bán tải / pickup,số tay,dầu,2014.0,141000.0,57.0,2.2,310.0,261.23832858833555
honda,civic 2.0 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,78000.0,57.0,2.0,385.0,368.5495890416955
bmw,x1 sdrive18i 2011,nhập khẩu,suv,số tự động,xăng,2011.0,123.0,102.0,2.0,268.0,618.9866435306683
toyota,vios e 1.5 mt 2023,lắp ráp trong nước,sedan,số tay,xăng,2023.0,66000.0,94.0,1.5,380.0,387.26275822870366
peugeot,3008 gt 2022,lắp ráp trong nước,crossover,số tự động,xăng,2022.0,45000.0,68.0,1.6,795.0,829.4130311415681
hyundai,tucson 1.6 at turbo 2019,lắp ráp trong nước,crossover,số tự động,xăng,2019.0,57000.0,57.0,1.6,645.0,647.2048709610408
kia,carnival signature 2.2d 2024,lắp ráp trong nước,van/minivan,số tự động,dầu,2024.0,40000.0,57.0,2.2,1399.0,1466.1614452830252
toyota,raize g 1.0 cvt 2022,nhập khẩu,suv,số tự động,xăng,2022.0,45.0,57.0,1.0,445.0,470.8256706367433
toyota,vios 1.5g 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,87000.0,104.0,1.5,379.0,371.5067976935549
ford,ecosport titanium 1.0 ecoboost 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,50000.0,57.0,1.0,385.0,419.21801013384203
vinfast,vf8 plus 2024,lắp ráp trong nước,suv,số tự động,điện,2024.0,20000.0,57.0,0.2,896.0,934.6346620969529
lexus,es 350 2015,nhập khẩu,sedan,số tự động,xăng,2015.0,110000.0,57.0,3.5,950.0,1047.8390261372758
volkswagen,viloran luxury 2024,nhập khẩu,van/minivan,số tự động,xăng,2024.0,27000.0,58.0,2.0,2080.0,2130.308227411032
mitsubishi,pajero sport d 4x2 mt 2017,lắp ráp trong nước,suv,số tay,dầu,2017.0,87000.0,57.0,2.5,410.0,382.67114150566124
mazda,3 1.5l deluxe 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,22000.0,58.0,1.5,559.0,550.1099706938242
toyota,vios 1.5e 2018,lắp ráp trong nước,sedan,số tay,xăng,2018.0,179626.7683965918,58.0,1.5,268.0,269.841200953114
hyundai,i10 1.2 at 2022,lắp ráp trong nước,hatchback,số tự động,xăng,2022.0,179626.7683965918,58.0,1.25,385.0,359.1662518663063
hyundai,accent 1.4 at 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,18000.0,67.0,1.4,450.0,446.7888500219303
mini,cooper s 5dr 2019,nhập khẩu,hatchback,số tự động,xăng,2019.0,26000.0,57.0,2.0,1380.0,1363.2848963497281
hyundai,tucson 2.0 at đặc biệt 2022,lắp ráp trong nước,crossover,số tự động,xăng,2022.0,179626.7683965918,68.0,2.0,735.0,729.756883882076
hyundai,tucson 1.6 at turbo htrac đặc biệt 2024,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,32000.0,58.0,1.6,919.0,939.5457497845653
mercedes,benz e class e300 amg 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,62000.0,62.0,2.0,1060.0,1068.551877997671
mazda,cx5 2.5 at 2wd 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,96000.0,57.0,2.5,605.0,580.7372277562438
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,20000.0,57.0,2.2,1175.0,1201.2030055736498
mitsubishi,outlander 2.0 cvt 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,69000.0,91.0,2.0,635.0,599.4331019502076
honda,city 1.5 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,80000.0,57.0,1.5,325.0,317.45670822963586
mazda,3 1.5l luxury 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,40000.0,78.0,1.5,585.0,580.437008126879
bmw,3 series 320i 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,179626.7683965918,60.0,2.0,448.0,432.5425562596964
honda,city 1.5 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,120000.0,57.0,1.5,399.0,368.24356131744094
bmw,5 series 520i 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,100000.0,62.0,2.0,669.0,710.0587341871073
mercedes,benz glc 300 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,50000.0,57.0,2.0,1050.0,930.1579973178225
vinfast,vf3 plus 2024,lắp ráp trong nước,hatchback,số tự động,điện,2024.0,15000.0,57.0,2.097755539082448,235.0,231.3953684939396
kia,cerato 1.6 at deluxe 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,73000.0,57.0,1.6,435.0,417.72522801543727
toyota,prado txl 2.7l 2015,nhập khẩu,suv,số tự động,xăng,2015.0,150000.0,57.0,2.7,1180.0,1072.1870150568293
kia,morning si at 2016,lắp ráp trong nước,hatchback,số tự động,xăng,2016.0,90000.0,59.0,1.25,255.0,253.27621174689952
ford,ranger xls 2.2l 4x2 mt 2015,nhập khẩu,bán tải / pickup,số tay,dầu,2015.0,150000.0,57.0,2.2,295.0,314.61715849401224
landrover,range rover hse 3.0 2014,nhập khẩu,suv,số tự động,xăng,2014.0,70000.0,57.0,3.0,2100.0,2044.8955138645147
vinfast,vf5 s 2024,lắp ráp trong nước,suv,số tự động,điện,2024.0,8000.0,93.0,2.097755539082448,569.0,438.8813636332
toyota,corolla altis 1.8g at 2011,lắp ráp trong nước,sedan,số tự động,xăng,2011.0,180000.0,62.0,1.8,290.0,313.3070438170807
toyota,yaris 1.5g 2016,nhập khẩu,hatchback,số tự động,xăng,2016.0,36000.0,59.0,1.5,383.0,379.9246139859767
toyota,raize g 1.0 cvt 2024,nhập khẩu,suv,số tự động,xăng,2024.0,8500.0,57.0,1.0,498.0,504.63657265625034
lexus,rx 450h 2012,nhập khẩu,suv,số tự động,hybrid,2012.0,193000.0,58.0,3.5,1150.0,1106.3977670975305
toyota,camry 2.5q 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,82000.0,57.0,2.5,615.0,617.8127671948884
toyota,vios 1.5e 2016,lắp ráp trong nước,sedan,số tay,xăng,2016.0,93000.0,71.0,1.5,229.0,237.26660193288598
kia,k3 2.0 at 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,100000.0,106.0,2.0,349.0,307.3320244937778
volkswagen,teramont x platinum 2.0 at 2025,nhập khẩu,suv,số tự động,xăng,2025.0,3900.0,57.0,2.0,2089.0,2005.7849426202758
suzuki,ertiga glx 1.5 at 2019,nhập khẩu,suv,số tự động,xăng,2019.0,92000.0,62.0,1.5,365.0,371.09973401709345
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,57000.0,95.0,2.2,1165.0,1183.6395083049704
kia,sorento dath 2017,lắp ráp trong nước,suv,số tự động,dầu,2017.0,115000.0,57.0,2.2,570.0,546.897063445429
mercedes,benz e class e300 amg 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,20000.0,61.0,2.0,1799.0,1752.9617084591475
ford,ecosport titanium 1.5l at 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,92000.0,57.0,1.5,315.0,312.75851529758256
toyota,wigo 1.2 at 2021,nhập khẩu,hatchback,số tự động,xăng,2021.0,44557.0,57.0,1.2,355.0,318.01157357684895
honda,city rs 1.5 at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,100000.0,85.0,1.5,438.0,443.9518224223338
mercedes,benz e class e300 amg 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,60000.0,57.0,2.0,970.0,1067.716571001069
vinfast,vf3 plus 2024,lắp ráp trong nước,hatchback,số tự động,điện,2024.0,10012.0,57.0,2.097755539082448,229.0,231.2384617596709
hyundai,tucson 2.0 at crdi 2020,lắp ráp trong nước,crossover,số tự động,dầu,2020.0,78000.0,57.0,2.0,695.0,696.2020679734642
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,42000.0,57.0,2.0,1655.0,1593.1583382978124
honda,crv l 2019,nhập khẩu,suv,số tự động,xăng,2019.0,179626.7683965918,59.0,1.5,750.0,728.3918421593471
bmw,7 series 730li 2013,nhập khẩu,sedan,số tự động,xăng,2013.0,46871.0,78.0,3.0,768.0,727.334074821795
hyundai,kona 2.0 ath 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,70000.0,57.0,2.0,495.0,482.73393367959795
hyundai,santafe calligraphy 2.5l turbo htrac 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,10000.0,57.0,2.5,1220.0,1223.0755841910168
kia,seltos premium 1.4 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,80000.0,57.0,1.4,575.0,558.1966518439018
honda,city 1.5 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,72679.0,57.0,1.5,350.0,351.4620400419536
honda,city 1.5top 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,179626.7683965918,100.0,1.5,355.0,367.54955290170653
kia,k3 premium 2.0 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,40000.0,66.0,2.0,525.0,549.5281959454757
honda,crv 2.4 at,lắp ráp trong nước,suv,số tự động,xăng,2016.0,110000.0,57.0,2.4,2016.0,1927.6844852933568
mazda,3 1.5 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,110000.0,58.0,1.5,375.0,381.89548733964915
toyota,venza 3.5 awd 2009,nhập khẩu,crossover,số tự động,xăng,2009.0,105000.0,58.0,3.5,450.0,461.36899109527405
suzuki,swift glx 1.2 at 2020,nhập khẩu,hatchback,số tự động,xăng,2020.0,52000.0,57.0,1.2,425.0,432.92540341083463
mazda,2 1.5 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,85000.0,71.0,1.5,340.0,332.5539556229829
ford,everest titanium 2.0l 4x2 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,80000.0,57.0,2.0,845.0,851.7698223724789
ford,everest titanium 2.0l 4x4 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,79000.0,57.0,2.0,950.0,890.1336720795955
ford,everest titanium plus 2.0l 4x4 at 2022,nhập khẩu,suv,số tự động,dầu,2022.0,29900.0,70.0,2.0,1288.0,1297.9772195696248
mitsubishi,xpander 1.5 at 2023,nhập khẩu,suv,số tự động,xăng,2023.0,42000.0,91.0,1.5,489.0,487.27130774097003
mercedes,benz e class e400 amg cabriolet 2015,nhập khẩu,convertible/cabriolet,số tự động,xăng,2015.0,70000.0,65.0,3.0,1290.0,1357.2055705566336
honda,crv l 2025,lắp ráp trong nước,suv,số tự động,xăng,2025.0,10000.0,57.0,1.5,1090.0,1077.3229760236775
ford,ranger xls 2.0l 4x2 at 2024,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2024.0,53000.0,74.0,2.0,663.0,667.4231244780624
ford,explorer limited 2.3l ecoboost 2019,nhập khẩu,suv,số tự động,xăng,2019.0,72000.0,65.0,2.3,1086.0,1046.1507240376518
mercedes,benz glb 200 amg 2022,nhập khẩu,suv,số tự động,xăng,2022.0,179626.7683965918,63.0,1.3,1259.0,1207.5082940714929
kia,morning deluxe 2021,lắp ráp trong nước,hatchback,số tự động,xăng,2021.0,40000.0,57.0,1.25,305.0,310.8035678937691
kia,soluto 1.4 mt deluxe 2020,lắp ráp trong nước,sedan,số tay,xăng,2020.0,17000.0,57.0,1.4,288.0,272.7590351074664
bmw,3 series 320i 2015,nhập khẩu,sedan,số tự động,xăng,2015.0,110000.0,57.0,2.0,499.0,510.06212890049005
ford,ranger wildtrak 2.0l 4x2 at 2019,nhập khẩu,bán tải / pickup,số tự động,dầu,2019.0,96000.0,97.0,2.0,555.0,568.916575158721
vinfast,vf8 eco awd 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,43000.0,57.0,2.097755539082448,680.0,714.0289434793001
kia,carnival signature 2.2d 2021,lắp ráp trong nước,van/minivan,số tự động,dầu,2021.0,76000.0,57.0,2.2,1099.0,1142.022897433593
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,50000.0,57.0,2.2,1190.0,1202.581387051794
suzuki,swift glx 1.2 at 2019,nhập khẩu,hatchback,số tự động,xăng,2019.0,50000.0,57.0,1.2,415.0,399.7102549215712
mazda,2 1.5 at 2018,lắp ráp trong nước,hatchback,số tự động,xăng,2018.0,82000.0,61.0,1.5,350.0,350.3731581672919
hyundai,tucson 2.0 at 2018,lắp ráp trong nước,crossover,số tự động,xăng,2018.0,68000.0,63.0,2.0,555.0,554.6167213494844
honda,crv l 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,37000.0,61.0,1.5,860.0,828.7058064204048
kia,morning lx 1.0 at 2007,nhập khẩu,hatchback,số tự động,xăng,2007.0,179626.7683965918,72.0,1.0,109.0,102.45514452755101
toyota,corolla altis 1.8g at 2011,lắp ráp trong nước,sedan,số tự động,xăng,2011.0,130000.0,57.0,1.8,355.0,318.69687993902005
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,52000.0,58.0,2.0,1488.0,1592.902928285807
mazda,cx5 luxury 2.0 at 2023,lắp ráp trong nước,suv,số tự động,xăng,2023.0,20000.0,58.0,2.0,750.0,715.0803873377824
mitsubishi,xpander 1.5 at 2019,nhập khẩu,suv,số tự động,xăng,2019.0,79000.0,66.0,1.5,435.0,447.103708816475
hyundai,accent 1.4 at 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,77000.0,57.0,1.4,340.0,361.898499533478
kia,sedona 2.2 dat luxury 2020,lắp ráp trong nước,van/minivan,số tự động,dầu,2020.0,87000.0,57.0,2.2,830.0,788.252761466341
honda,crv l 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,67000.0,57.0,1.5,815.0,758.6802969156115
honda,hrv l 2018,nhập khẩu,crossover,số tự động,xăng,2018.0,79000.0,57.0,1.8,520.0,524.8397134260525
mercedes,benz glc 300 4matic 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,33000.0,64.0,2.0,1038.0,1035.8547279099948
ford,ranger xls 2.2l 4x2 at 2021,nhập khẩu,bán tải / pickup,số tự động,dầu,2021.0,80000.0,57.0,2.2,539.0,569.2204658541428
toyota,raize g 1.0 cvt 2024,nhập khẩu,suv,số tự động,xăng,2024.0,6300.0,61.0,1.0,490.0,505.77695359345023
kia,sportage premium 2.0g 2024,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,2900.0,74.0,2.0,825.0,822.7329187562933
hyundai,avante 1.6 mt 2012,lắp ráp trong nước,sedan,số tay,xăng,2012.0,179626.7683965918,68.0,1.6,195.0,200.96099863376378
kia,seltos premium 1.4 at 2023,lắp ráp trong nước,crossover,số tự động,xăng,2023.0,13000.0,82.0,1.4,665.0,650.948731309933
mercedes,benz e class e200 exclusive 2022,lắp ráp trong nước,sedan,số tự động,hybrid,2022.0,28000.0,57.0,2.0,1699.0,1774.7803438316548
mazda,6 2.0 at 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,179626.7683965918,100.0,2.0,340.0,349.23529318562976
kia,carens s sx 2.0 at 2015,lắp ráp trong nước,crossover,số tự động,xăng,2015.0,140000.0,103.0,2.0,305.0,215.96099698707297
chevrolet,cruze ltz 1.8 at 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,89000.0,57.0,1.8,250.0,188.42446398426978
mercedes,benz s class s400l 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,80000.0,84.0,3.0,1050.0,1199.0977421146852
peugeot,3008 at 2022,lắp ráp trong nước,crossover,số tự động,xăng,2022.0,40000.0,90.0,1.6,725.0,749.8056527191966
mitsubishi,outlander 2.0 cvt premium 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,69000.0,57.0,2.0,635.0,662.2237576832972
toyota,avanza premio 1.5 at 2023,lắp ráp trong nước,suv,số tự động,xăng,2023.0,179626.7683965918,105.0,1.5,479.0,463.3796866648108
toyota,vios g 1.5 cvt 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,62000.0,57.0,1.5,455.0,483.4607102941587
ford,territory titanium 1.5 at 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,38000.0,57.0,1.5,800.0,808.2954017337179
toyota,innova 2.0v 2016,lắp ráp trong nước,crossover,số tự động,xăng,2016.0,89000.0,58.0,2.0,458.0,427.06830488302614
mazda,cx5 premium 2.0 at 2023,lắp ráp trong nước,suv,số tự động,xăng,2023.0,23000.0,57.0,2.0,739.0,747.2094731854686
toyota,innova 2.0e 2015,lắp ráp trong nước,crossover,số tay,xăng,2015.0,179626.7683965918,104.0,2.0,289.0,273.1556876820111
volkswagen,viloran luxury 2024,nhập khẩu,van/minivan,số tự động,xăng,2024.0,13000.0,62.0,2.0,2190.0,2130.218929004068
kia,cerato 2.0 at premium 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,72000.0,58.0,2.0,432.0,488.2425723608601
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,40000.0,58.0,2.0,1590.0,1594.3743214657475
mercedes,benz c class c250 exclusive 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,35000.0,100.0,2.0,696.0,631.232379953068
vinfast,fadil 1.4 at 2021,lắp ráp trong nước,hatchback,số tự động,xăng,2021.0,40000.0,59.0,1.4,300.0,306.8435346654892
kia,cerato 1.6 at luxury 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,63000.0,57.0,1.6,458.0,463.7964630851258
toyota,sienna limited 3.5 awd 2013,nhập khẩu,van/minivan,số tự động,xăng,2013.0,170000.0,57.0,3.5,965.0,1003.5860418490029
vinfast,vf5 plus 2025,lắp ráp trong nước,suv,số tự động,điện,2025.0,24000.0,57.0,2.097755539082448,455.0,456.03323092855805
ford,everest 2.5l 4x2 mt 2010,lắp ráp trong nước,suv,số tay,dầu,2010.0,179626.7683965918,92.0,2.5,215.0,236.05269321019222
volvo,xc60 inscription 2018,nhập khẩu,suv,số tự động,xăng,2018.0,179626.7683965918,61.0,2.0,1230.0,1195.455931608305
mercedes,benz r class r300 2011,nhập khẩu,crossover,số tự động,xăng,2011.0,88000.0,57.0,3.0,480.0,576.9524148030431
kia,sedona 2.2 dat luxury 2020,lắp ráp trong nước,van/minivan,số tự động,dầu,2020.0,90000.0,57.0,2.2,799.0,787.8432391366409
suzuki,vitara 1.6 at 2016,nhập khẩu,suv,số tự động,xăng,2016.0,60000.0,57.0,1.6,400.0,387.7537732637345
toyota,corolla altis 1.8g at 2012,lắp ráp trong nước,sedan,số tự động,xăng,2012.0,125000.0,57.0,1.8,345.0,249.9398165853207
ford,ranger wildtrak 2.0l 4x4 at 2023,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2023.0,39000.0,62.0,2.0,830.0,850.6789401333247
mazda,3 1.5l luxury 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,51000.0,57.0,1.5,525.0,518.496821263946
honda,crv 2.4 at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,80000.0,57.0,2.4,469.0,494.737971384594
toyota,fortuner 2.4g 4x2 mt 2017,nhập khẩu,suv,số tay,dầu,2017.0,98000.0,58.0,2.4,690.0,643.0738377398129
bmw,7 series 730li 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,90000.0,58.0,2.0,1379.0,1336.7536643212488
porsche,macan 2.0 2019,nhập khẩu,suv,số tự động,xăng,2019.0,9000.0,57.0,2.0,2160.0,2284.791051056742
mercedes,benz glc 200 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,40000.0,57.0,2.0,1460.0,1377.8215130571575
toyota,yaris 1.5g 2019,nhập khẩu,hatchback,số tự động,xăng,2019.0,49000.0,58.0,1.5,465.0,459.007738189795
mercedes,benz glc 200 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,39000.0,61.0,2.0,1388.0,1380.484692414455
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,38000.0,57.0,2.2,1135.0,1134.1349995544049
mercedes,benz c class c180 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,70000.0,57.0,1.5,820.0,809.6014559046769
suzuki,celerio 1.0 mt 2019,nhập khẩu,hatchback,số tay,xăng,2019.0,118000.0,58.0,1.0,199.0,210.6293075152877
mazda,2 1.5 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,73000.0,62.0,1.5,325.0,291.750879450016
hyundai,accent 1.4 at đặc biệt 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,69000.0,58.0,1.4,423.0,442.1322288840157
toyota,prado txl 2.7l 2015,nhập khẩu,suv,số tự động,xăng,2015.0,150000.0,57.0,2.7,1180.0,1072.1870150568293
ford,ecosport titanium 1.5l at 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,84000.0,57.0,1.5,379.0,405.80417198419434
hyundai,santafe premium 2.2l htrac 2019,lắp ráp trong nước,suv,số tự động,dầu,2019.0,100000.0,67.0,2.2,829.0,814.1793134375511
toyota,raize g 1.0 cvt 2024,nhập khẩu,suv,số tự động,xăng,2024.0,2899.0,100.0,1.0,505.0,500.54988429359213
hyundai,accent 1.4 at đặc biệt 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,19000.0,57.0,1.4,425.0,432.55736166989016
