Hãng xe,Dòng xe,Giá thành,Thông số
Peugeot,5008 Gt 1 6 At 2024,999000000,"Năm sản xuất: 2024, Số Km đã đi: 8000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Toyota,Fortuner 2 7V 4X4 At 2017,690000000,"Năm sản xuất: 2017, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.7"
Toyota,Land Cruiser Vx 4 6 V8 2014,1850000000,"Năm sản xuất: 2014, Số Km đã đi: 14000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 4.6"
Toyota,Yaris 1 3G 2016,369000000,"Năm sản xuất: 2016, Số Km đã đi: 73000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.3"
Vinfast,Vf E34 At 2022,450000000,"Năm sản xuất: 2022, Số Km đã đi: 40000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Điện, Dung tích động cơ: 0.0"
Bmw,3 Series 320I M Sport 2022,1239000000,"Năm sản xuất: 2022, Số Km đã đi: 26000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Bmw,X3 Sdrive20I 2024,1585000000,"Năm sản xuất: 2024, Số Km đã đi: 8000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Cadillac,Escalade Esv Platinum 2015,2999000000,"Năm sản xuất: 2015, Số Km đã đi: 78000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 6.2"
Chevrolet,Aveo Ltz 1 4 At 2017,200000000,"Năm sản xuất: 2017, Số Km đã đi: 950000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Landrover,Range Rover Velar R,2390000000,"Năm sản xuất: 2019, Số Km đã đi: 63000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Lexus,Es 250 2022,2199000000,"Năm sản xuất: 2022, Số Km đã đi: 40000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Mercedes Benz,C Class C200 2019,775000000,"Năm sản xuất: 2019, Số Km đã đi: 85000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,Gl 350 Cdi 4Matic 2014,1050000000,"Năm sản xuất: 2014, Số Km đã đi: 110000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 3.0"
Mercedes Benz,Glc 200 2021,1299000000,"Năm sản xuất: 2021, Số Km đã đi: 20000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,Maybach S400 2017,2880000000,"Năm sản xuất: 2017, Số Km đã đi: 37000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mercedes Benz,S Class S450L Luxury 2017,1799000000,"Năm sản xuất: 2017, Số Km đã đi: 100000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Suzuki,Swift Glx 1 2 At 2023,519000000,"Năm sản xuất: 2023, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Toyota,Corolla Altis 2 0V 2015,450000000,"Năm sản xuất: 2015, Số Km đã đi: 93000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Corolla Cross 1 8Hv 2020,720000000,"Năm sản xuất: 2020, Số Km đã đi: 63183, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Hybrid, Dung tích động cơ: 1.8"
Toyota,Fortuner 2 4G 4X2 Mt 2019,689000000,"Năm sản xuất: 2019, Số Km đã đi: 120000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.4"
Toyota,Innova 2 0 Venturer 2018,565000000,"Năm sản xuất: 2018, Số Km đã đi: 92000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Land Cruiser 4 6 V8 2020,4150000000,"Năm sản xuất: 2020, Số Km đã đi: 64000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 4.6"
Toyota,Vios 1 5E Cvt 2017,300000000,"Năm sản xuất: 2017, Số Km đã đi: 10000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Volkswagen,Teramont 2 0 At 2022,1850000000,"Năm sản xuất: 2022, Số Km đã đi: 12000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Volkswagen,Tiguan Allspace 2017,768000000,"Năm sản xuất: 2017, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Ford,Ecosport Titanium 1 5L At 2016,295000000,"Năm sản xuất: 2016, Số Km đã đi: 86000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Ford,Ecosport Titanium 1 5L At 2019,375000000,"Năm sản xuất: 2019, Số Km đã đi: 80000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Ford,Ranger Wildtrak 2 0L 4X4 At 2022,750000000,"Năm sản xuất: 2022, Số Km đã đi: 18000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Xls 2 2L 4X2 At 2021,550000000,"Năm sản xuất: 2021, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Ford,Ranger Xls 2 2L 4X2 At 2022,545000000,"Năm sản xuất: 2022, Số Km đã đi: 50000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Hyundai,Accent 1 4 Ath 2019,396000000,"Năm sản xuất: 2019, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Tucson 2 0 At Crdi 2020,675000000,"Năm sản xuất: 2020, Số Km đã đi: 49000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Kia,Carens 1 5D Premium 2022,645000000,"Năm sản xuất: 2022, Số Km đã đi: 40000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 1.5"
Lexus,Es 250 F Sport 2022,2300000000,"Năm sản xuất: 2022, Số Km đã đi: 10000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Lexus,Lx 570 2016,4646000000,"Năm sản xuất: 2016, Số Km đã đi: 111111, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 5.7"
Lexus,Rx 300 2022,2899000000,"Năm sản xuất: 2022, Số Km đã đi: 21000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Lexus,Rx 350 Luxury 2023,4090000000,"Năm sản xuất: 2023, Số Km đã đi: 34000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Lexus,Rx 350 Luxury 2023,3790000000,"Năm sản xuất: 2023, Số Km đã đi: 49000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Mazda,3 1 5 At 2017,375000000,"Năm sản xuất: 2017, Số Km đã đi: 375, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,E Class E200 Exclusive 2021,1486000000,"Năm sản xuất: 2021, Số Km đã đi: 50000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Hybrid, Dung tích động cơ: 2.0"
Mercedes Benz,S Class S450 Luxury 2022,4250000000,"Năm sản xuất: 2022, Số Km đã đi: 35000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Peugeot,2008 Gt Line 1 2 At 2024,725000000,"Năm sản xuất: 2024, Số Km đã đi: 20000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Toyota,Corolla Cross 1 8V 2021,665000000,"Năm sản xuất: 2021, Số Km đã đi: 68000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Vinfast,Vf5 Plus 2024,410000000,"Năm sản xuất: 2024, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Điện, Dung tích động cơ: 0.0"
Volvo,Xc90 Recharge T8 Awd 2021,2885000000,"Năm sản xuất: 2021, Số Km đã đi: 72000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Hybrid, Dung tích động cơ: 2.0"
Bmw,5 Series 520I 2012,499000000,"Năm sản xuất: 2012, Số Km đã đi: 110000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Bmw,7 Series 730Li 2006,368000000,"Năm sản xuất: 2006, Số Km đã đi: 100000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Cadillac,Escalade Esv Platinum 2015,2750000000,"Năm sản xuất: 2015, Số Km đã đi: 75000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 6.2"
Chevrolet,Cruze Ltz 1 8 At 2016,258000000,"Năm sản xuất: 2016, Số Km đã đi: 95000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Chevrolet,Trailblazer Lt 2 5L 4X2 Mt 2018,420000000,"Năm sản xuất: 2018, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.5"
Ford,Ranger Raptor 2 0L 4X4 At 2020,915000000,"Năm sản xuất: 2020, Số Km đã đi: 64000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Xls 2 2L 4X2 At 2019,525000000,"Năm sản xuất: 2019, Số Km đã đi: 64000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Hyundai,Accent 1 4 At Dac Biet 2022,445000000,"Năm sản xuất: 2022, Số Km đã đi: 44000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Santafe Tieu Chuan 2 5L 2022,860000000,"Năm sản xuất: 2022, Số Km đã đi: 40000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Lexus,Gx 460 2021,4390000000,"Năm sản xuất: 2021, Số Km đã đi: 26000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 4.6"
Lexus,Rx 300 2021,2889000000,"Năm sản xuất: 2021, Số Km đã đi: 70000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Lexus,Rx 350 Awd 2012,1298000000,"Năm sản xuất: 2012, Số Km đã đi: 55683, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Mazda,Cx5 2 5 At 2Wd 2017,499000000,"Năm sản xuất: 2017, Số Km đã đi: 74000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Mercedes Benz,Glc 200 4Matic 2022,1490000000,"Năm sản xuất: 2022, Số Km đã đi: 22000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mercedes Benz,Glc 300 4Matic 2021,1479000000,"Năm sản xuất: 2021, Số Km đã đi: 52000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mini,Cooper S 3 Door 2022,1599000000,"Năm sản xuất: 2022, Số Km đã đi: 9600, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Nissan,Terra E 2 5 At 2Wd 2019,598000000,"Năm sản xuất: 2019, Số Km đã đi: 77000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Toyota,Fortuner 2 7V 4X2 At 2018,690000000,"Năm sản xuất: 2018, Số Km đã đi: 90000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.7"
Toyota,Prado Vx 2 7L 2021,2299000000,"Năm sản xuất: 2021, Số Km đã đi: 87000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.7"
Volvo,S90 Lwb Ultimate B6 Awd 2023,1790000000,"Năm sản xuất: 2023, Số Km đã đi: 20000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Ford,Ecosport Titanium 1 5 At 2021,445000000,"Năm sản xuất: 2021, Số Km đã đi: 42000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Honda,Hrv Rs 2023,789000000,"Năm sản xuất: 2023, Số Km đã đi: 20000, Xuất xứ: Nhập khẩu, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Hyundai,Accent 1 4 At 2014,268000000,"Năm sản xuất: 2014, Số Km đã đi: 50000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,I10 1 2 At 2023,378000000,"Năm sản xuất: 2023, Số Km đã đi: 53000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Hyundai,Kona 1 6 Turbo 2019,468000000,"Năm sản xuất: 2019, Số Km đã đi: 80000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,Santafe Cao Cap 2 2L Htrac 2021,1085000000,"Năm sản xuất: 2021, Số Km đã đi: 52000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Hyundai,Tucson 2 0 At Crdi Dac Biet 2022,808000000,"Năm sản xuất: 2022, Số Km đã đi: 60000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Lexus,Lx 570 Super Sport 2020,7600000000,"Năm sản xuất: 2020, Số Km đã đi: 120000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 5.7"
Lexus,Rx 300 F Sport 2022,2999000000,"Năm sản xuất: 2022, Số Km đã đi: 38000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Lexus,Rx 350 F Sport 2019,2790000000,"Năm sản xuất: 2019, Số Km đã đi: 129000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Mazda,3 1 5L Deluxe 2022,539000000,"Năm sản xuất: 2022, Số Km đã đi: 12000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,3 1 5L Luxury 2019,438000000,"Năm sản xuất: 2019, Số Km đã đi: 75000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mazda,3 1 5L Sport Luxury 2021,529000000,"Năm sản xuất: 2021, Số Km đã đi: 28000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Mercedes Benz,C Class C200 2015,575000000,"Năm sản xuất: 2015, Số Km đã đi: 96000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 31, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
