Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Tuổi thọ,Loại động cơ,Dung tích động cơ
71,1116,759000000,0.5417950324350125,-0.012791405877677853,1,5,1,-0.604528152916388,1,0.0
71,1789,719000000,-0.08121086906407739,-0.009822476158599354,1,5,1,-0.604528152916388,2,0.7283231208227138
71,2213,440000000,-0.08121086906407739,-0.008344231913709603,0,3,0,-0.604528152916388,2,-0.07111809691209854
71,2214,450000000,0.1264577647689526,-0.008691455313236117,0,3,0,-0.604528152916388,2,-0.07111809691209854
71,3018,460000000,0.7494636662680425,-0.016749978836449183,1,5,1,-0.604528152916388,2,-1.2131769793904015
75,4041,430000000,0.9571323001010724,-0.01660860123077878,0,5,1,-0.604528152916388,3,-2.3552358618687044
26,3385,1089000000,0.7494636662680425,-0.012648897251162085,0,5,1,-0.604528152916388,0,0.15729367958356225
26,3957,970000000,1.3724695677671324,-0.02254151245273731,0,3,1,-0.604528152916388,2,-0.5279416499034196
26,3969,625000000,0.1264577647689526,-0.012367273060666638,0,3,1,-0.604528152916388,0,-0.07111809691209854
35,3230,365000000,0.33412639860198257,-0.011943140243655425,0,5,0,-0.604528152916388,2,-0.07111809691209854
35,3456,515000000,0.33412639860198257,-0.018305132498823633,0,3,1,-0.604528152916388,2,-0.7563534263990804
38,2469,6200000000,-0.08121086906407739,-0.012367273060666638,1,5,1,-0.604528152916388,2,4.154499768257622
38,2473,7650000000,0.1264577647689526,-0.014063804328711495,1,5,1,-0.604528152916388,2,4.154499768257622
47,615,799000000,0.1264577647689526,-0.01660860123077878,0,6,1,-0.604528152916388,2,-0.64214753815125
47,657,759000000,-0.28887950289710734,-0.011236252215303402,0,6,1,-0.604528152916388,2,-0.07111809691209854
47,1936,979000000,-0.28887950289710734,-0.012508650666337044,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1937,1068000000,-0.08121086906407739,-0.013356916300359472,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1965,4439000000,0.7494636662680425,-0.022543633116822368,1,5,1,-0.604528152916388,2,1.0709407855662043
47,1979,1650000000,-0.4965481367301373,-0.010529364186951377,1,5,1,-0.604528152916388,2,1.0709407855662043
47,3311,1799000000,-0.28887950289710734,-0.014063804328711495,0,6,1,-0.604528152916388,2,1.0709407855662043
47,3311,1699000000,-0.28887950289710734,-0.011236252215303402,0,6,1,-0.604528152916388,2,1.0709407855662043
50,3928,659000000,0.7494636662680425,-0.01788099968181242,1,0,1,-0.604528152916388,0,0.3857054560792225
56,2484,1299000000,-0.7042167705631672,-0.008691455313236117,1,5,1,-0.604528152916388,2,-0.07111809691209854
71,4129,410000000,0.7494636662680425,-0.016467223625108374,0,6,1,-0.604528152916388,2,-0.64214753815125
71,4368,430000000,0.1264577647689526,-0.014063804328711495,1,4,1,-0.604528152916388,2,-0.64214753815125
75,1659,295000000,0.33412639860198257,-0.017174111653460396,0,4,1,-0.604528152916388,2,-0.7563534263990804
2,2990,1180000000,-0.4965481367301373,-0.022546460668935776,1,5,1,-0.604528152916388,2,1.0709407855662043
5,4375,1199000000,-0.7042167705631672,-0.015618957991085945,1,1,1,-0.604528152916388,2,-0.07111809691209854
18,1620,685000000,-0.28887950289710734,-0.006994924045191262,1,5,1,-0.604528152916388,0,0.15729367958356225
18,1640,1770000000,0.7494636662680425,-0.019153398132846063,1,5,1,-0.604528152916388,2,0.2714995678313921
18,1710,128000000,-1.9502285735613472,-0.017739622076142016,0,6,0,-0.604528152916388,2,-0.2995298734077591
23,2128,770000000,0.9571323001010724,-0.016891356442119587,1,3,1,-0.604528152916388,2,-0.64214753815125
26,1240,815000000,1.1648009339341023,-0.02113268461223173,0,8,1,-0.604528152916388,2,-0.64214753815125
26,1475,518000000,1.1648009339341023,-0.022546460668935776,0,6,1,-0.604528152916388,2,-0.5279416499034196
35,2323,699000000,0.7494636662680425,-0.015477580385415541,0,6,1,-0.604528152916388,2,-0.07111809691209854
38,2476,8300000000,1.1648009339341023,-0.016891356442119587,1,5,1,-0.604528152916388,2,1.5277643385575255
44,1279,595000000,-0.08121086906407739,-0.012367273060666638,0,5,1,-0.604528152916388,2,0.4999113443270529
47,1927,1399000000,0.7494636662680425,-0.022546460668935776,0,5,1,-0.604528152916388,2,-0.07111809691209854
48,252,405000000,1.1648009339341023,-0.021556817429242942,1,6,1,-0.604528152916388,2,-0.64214753815125
55,174,589000000,0.5417950324350125,-0.016891356442119587,0,3,1,-0.604528152916388,2,-0.5279416499034196
71,1103,420000000,-0.9118854043961973,-0.012650028272007448,0,6,1,-0.604528152916388,2,-0.07111809691209854
71,1776,455000000,-1.1195540382292273,-0.011236252215303402,0,5,0,-0.604528152916388,0,0.4999113443270529
71,2924,1020000000,-0.7042167705631672,7.395623832897202e-05,1,5,1,-0.604528152916388,2,0.7283231208227138
71,4118,365000000,-0.08121086906407739,-0.010387986581280973,0,6,1,-0.604528152916388,2,-0.64214753815125
75,4039,268000000,1.1648009339341023,-0.021980950246254155,0,4,1,-0.604528152916388,3,-2.3552358618687044
77,4293,3099000000,0.7494636662680425,-0.022546460668935776,1,5,1,-0.604528152916388,2,-0.07111809691209854
18,3171,545000000,0.33412639860198257,-0.011943140243655425,1,0,1,-0.604528152916388,0,0.15729367958356225
26,3356,838000000,0.1264577647689526,-0.02113268461223173,0,5,1,-0.604528152916388,0,0.15729367958356225
26,3972,840000000,0.7494636662680425,-0.022546460668935776,0,3,1,-0.604528152916388,0,-0.07111809691209854
37,3027,1950000000,-1.1195540382292273,-0.005581147988487215,1,5,1,-0.604528152916388,2,3.3550585505228105
38,2429,5950000000,0.7494636662680425,-0.015477580385415541,1,8,1,-0.604528152916388,2,1.641970226805356
38,2461,4560000000,-0.4965481367301373,-0.022546460668935776,1,5,1,-0.604528152916388,2,4.154499768257622
38,2470,6760000000,0.1264577647689526,-0.004167371931783168,1,5,1,-0.604528152916388,2,4.154499768257622
38,3243,2779000000,0.5417950324350125,-0.016891356442119587,1,5,1,-0.604528152916388,2,-0.07111809691209854
44,1266,555000000,-0.28887950289710734,-0.009115588130247331,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1927,1700000000,0.7494636662680425,-0.020991307006561325,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1939,1530000000,0.33412639860198257,-0.012650028272007448,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,3306,3779000000,0.7494636662680425,-0.017456866864801208,1,6,1,-0.604528152916388,2,1.0709407855662043
47,3333,540000000,-2.157897207394377,-0.009850751679733436,1,6,1,-0.604528152916388,2,4.7255292094967745
50,4323,463000000,0.1264577647689526,-0.014063804328711495,1,5,1,-0.604528152916388,2,-0.64214753815125
50,4324,469000000,0.33412639860198257,-0.011943140243655425,1,5,1,-0.604528152916388,2,-0.64214753815125
59,1875,4290000000,-1.534891305895287,-0.022546460668935776,1,6,1,-0.604528152916388,2,5.182352762488095
71,1121,730000000,0.9571323001010724,-0.017456866864801208,1,5,1,-0.604528152916388,2,-0.2995298734077591
71,4370,645000000,1.1648009339341023,-0.02183957264058375,1,5,1,-0.604528152916388,2,-0.64214753815125
75,1655,250000000,0.1264577647689526,-0.013356916300359472,0,4,1,-0.604528152916388,2,-0.7563534263990804
75,1661,299000000,0.1264577647689526,-0.014063804328711495,0,4,1,-0.604528152916388,2,-0.7563534263990804
5,131,440000000,-0.9118854043961973,-0.022546460668935776,1,6,1,-0.604528152916388,2,-0.07111809691209854
5,4207,1599000000,1.1648009339341023,-0.019153398132846063,0,5,1,-0.604528152916388,2,-0.07111809691209854
5,4233,1850000000,0.1264577647689526,-0.011943140243655425,1,5,1,-0.604528152916388,2,1.0709407855662043
18,1640,1720000000,0.7494636662680425,-0.022546460668935776,1,5,1,-0.604528152916388,2,0.2714995678313921
26,421,393000000,0.7494636662680425,-0.013215538694689067,0,6,1,-0.604528152916388,2,-0.7563534263990804
26,2168,315000000,0.1264577647689526,-0.011236252215303402,0,4,1,-0.604528152916388,2,-0.9276622587708258
26,3414,829000000,0.33412639860198257,-0.022546460668935776,0,5,1,-0.604528152916388,2,0.3857054560792225
37,3041,9850000000,0.9571323001010724,-0.019153398132846063,1,5,1,-0.604528152916388,0,1.0709407855662043
38,3243,2820000000,0.5417950324350125,-0.014770692357063518,1,5,1,-0.604528152916388,2,-0.07111809691209854
39,2741,3999000000,0.1264577647689526,-0.005581147988487215,1,5,1,-0.604528152916388,2,1.641970226805356
44,94,570000000,0.7494636662680425,-0.018022377287482825,0,4,1,-0.604528152916388,2,-0.64214753815125
50,4325,468000000,0.5417950324350125,-0.009822476158599354,1,5,1,-0.604528152916388,2,-0.64214753815125
50,4344,545000000,0.7494636662680425,-0.015477580385415541,1,5,1,-0.604528152916388,2,-0.64214753815125
50,4347,610000000,1.3724695677671324,-0.02183957264058375,1,5,1,-0.604528152916388,2,-0.64214753815125
55,53,634000000,0.7494636662680425,-0.016891356442119587,0,3,1,-0.604528152916388,2,-0.984765202894741
56,2490,2625000000,0.5417950324350125,-0.015477580385415541,1,5,1,-0.604528152916388,2,-0.07111809691209854
71,1115,730000000,0.33412639860198257,-0.01363967151170028,1,5,1,-0.604528152916388,1,0.0
71,2367,5150000000,0.9571323001010724,-0.016891356442119587,1,5,1,-0.604528152916388,2,1.5277643385575255
71,2367,5268000000,0.9571323001010724,-0.01576033559675635,1,5,1,-0.604528152916388,2,1.5277643385575255
71,2924,1080000000,-0.7042167705631672,-0.008408700101895308,1,5,1,-0.604528152916388,2,0.7283231208227138
2,3002,2879000000,0.33412639860198257,-0.01872926531583485,1,5,1,-0.604528152916388,2,1.0709407855662043
4,1697,5600000000,-0.7042167705631672,-0.014461640911068014,1,6,1,-0.604528152916388,2,2.212999668044507
5,160,1399000000,0.5417950324350125,-0.016467223625108374,1,6,1,-0.604528152916388,2,-0.07111809691209854
23,2895,1100000000,-1.7425599397283171,-0.006994924045191262,1,5,1,-0.604528152916388,2,1.641970226805356
26,3385,1168000000,0.7494636662680425,-0.016891356442119587,0,5,1,-0.604528152916388,0,0.15729367958356225
26,3963,565000000,0.1264577647689526,-0.022546460668935776,0,3,1,-0.604528152916388,2,-0.07111809691209854
26,3975,705000000,0.5417950324350125,-0.012650028272007448,0,3,1,-0.604528152916388,2,-0.07111809691209854
37,3034,6100000000,0.33412639860198257,-0.016891356442119587,1,5,1,-0.604528152916388,2,1.0709407855662043
37,3036,12800000000,1.1648009339341023,-0.020425796583879705,1,5,1,-0.604528152916388,2,1.0709407855662043
37,3107,4444000000,0.1264577647689526,-0.015477580385415541,1,5,1,-0.604528152916388,2,1.0709407855662043
44,1257,535000000,0.9571323001010724,-0.018587887710164445,1,3,1,-0.604528152916388,2,-0.64214753815125
47,661,1468000000,0.5417950324350125,-0.021274062217902134,0,6,1,-0.604528152916388,2,-0.07111809691209854
47,1926,1390000000,0.5417950324350125,-0.012650028272007448,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1942,2500000000,0.9571323001010724,-0.017739622076142016,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1962,3099000000,0.7494636662680425,-0.018305132498823633,1,5,1,-0.604528152916388,2,1.0709407855662043
55,260,700000000,0.33412639860198257,-0.016891356442119587,0,5,1,-0.604528152916388,2,-0.5279416499034196
56,843,6588000000,0.9571323001010724,-0.022178878894192722,1,5,1,-0.604528152916388,2,1.0709407855662043
71,2929,1929000000,0.1264577647689526,-0.008408700101895308,1,5,1,-0.604528152916388,2,0.7283231208227138
75,4039,229000000,1.1648009339341023,-0.02183957264058375,0,4,1,-0.604528152916388,3,-2.3552358618687044
75,4064,890000000,0.9571323001010724,-0.016891356442119587,0,5,1,-0.604528152916388,3,-2.3552358618687044
2,2960,1020000000,0.33412639860198257,-0.022546460668935776,1,3,1,-0.604528152916388,2,-0.7563534263990804
6,3434,890000000,1.3724695677671324,-0.0202844189782093,1,3,1,-0.604528152916388,1,0.0
13,3790,122000000,-3.4039090103925567,-0.022546460668935776,0,5,0,-0.604528152916388,2,-0.8705593146469106
18,1718,338000000,-1.1195540382292273,-0.009963853764269759,0,4,1,-0.604528152916388,2,-0.07111809691209854
18,3172,540000000,0.5417950324350125,-0.013781049117370686,1,0,1,-0.604528152916388,0,0.15729367958356225
23,945,225000000,-1.9502285735613472,-0.020849929400890917,0,6,1,-0.604528152916388,2,-0.2995298734077591
26,1474,520000000,0.9571323001010724,-0.020143041372538896,0,6,1,-0.604528152916388,2,-0.5279416499034196
26,3381,225000000,-2.365565841227407,-0.005722525594157619,1,5,1,-0.604528152916388,2,0.7283231208227138
35,899,455000000,0.1264577647689526,-0.022546460668935776,0,6,1,-0.604528152916388,2,-0.07111809691209854
38,3238,1750000000,-0.4965481367301373,-0.0013398198183750746,1,5,1,-0.604528152916388,2,-0.07111809691209854
38,3244,2999000000,0.7494636662680425,-0.022235429936460886,1,5,1,-0.604528152916388,2,-0.07111809691209854
38,3277,4250000000,1.1648009339341023,-0.01901202052717566,1,5,1,-0.604528152916388,2,0.3857054560792225
44,1331,880000000,0.7494636662680425,-0.012650028272007448,0,5,1,-0.604528152916388,2,0.4999113443270529
47,1843,9889000000,0.7494636662680425,-0.02183957264058375,1,5,1,-0.604528152916388,2,2.212999668044507
47,1942,2289000000,0.9571323001010724,-0.02113268461223173,0,5,1,-0.604528152916388,1,0.0
50,2789,690000000,0.7494636662680425,-0.013356916300359472,0,5,1,-0.604528152916388,2,-0.07111809691209854
50,4331,340000000,0.1264577647689526,-0.022546460668935776,1,5,0,-0.604528152916388,2,-0.64214753815125
56,2492,3180000000,0.9571323001010724,-0.01943615334418687,1,5,1,-0.604528152916388,2,-0.07111809691209854
71,2367,5200000000,0.9571323001010724,-0.02049648538671491,1,5,1,-0.604528152916388,2,1.5277643385575255
71,4135,510000000,1.1648009339341023,-0.017012799805390465,0,6,1,-0.604528152916388,2,-0.64214753815125
5,247,2139000000,0.7494636662680425,-0.018022377287482825,1,6,1,-0.604528152916388,2,-0.07111809691209854
9,1176,255000000,-0.28887950289710734,-0.020708551795220513,0,6,0,-0.604528152916388,2,-0.5279416499034196
18,1550,135000000,-2.988571742726497,0.0029015083517370654,0,5,1,-0.604528152916388,2,0.2714995678313921
18,1626,1485000000,1.1648009339341023,-0.02176888383774855,1,5,1,-0.604528152916388,0,-0.07111809691209854
18,3115,835000000,0.1264577647689526,-0.008691455313236117,1,0,1,-0.604528152916388,0,-0.07111809691209854
26,2333,440000000,0.1264577647689526,-0.011236252215303402,0,3,1,-0.604528152916388,2,-0.07111809691209854
26,3390,1045000000,0.7494636662680425,-0.014063804328711495,0,5,1,-0.604528152916388,2,0.4999113443270529
35,826,1235000000,0.7494636662680425,-0.018022377287482825,0,8,1,-0.604528152916388,0,0.15729367958356225
38,2466,4450000000,-0.7042167705631672,-0.004167371931783168,1,5,1,-0.604528152916388,2,4.154499768257622
38,3282,3390000000,0.33412639860198257,-0.016891356442119587,1,5,1,-0.604528152916388,2,1.641970226805356
44,1321,1035000000,1.3724695677671324,-0.02240508306326537,0,5,1,-0.604528152916388,2,0.4999113443270529
47,1427,970000000,-0.28887950289710734,-0.014063804328711495,0,6,1,-0.604528152916388,2,-0.07111809691209854
47,1928,1878000000,0.9571323001010724,-0.020143041372538896,0,5,1,-0.604528152916388,1,0.0
47,1942,2299000000,0.9571323001010724,-0.018587887710164445,0,5,1,-0.604528152916388,1,0.0
47,3314,2251000000,0.33412639860198257,-0.014063804328711495,0,6,1,-0.604528152916388,2,1.0709407855662043
65,2023,135000000,-3.196240376559527,0.0029015083517370654,1,5,1,-0.604528152916388,2,-0.07111809691209854
65,3748,388000000,0.1264577647689526,-0.010775926731240565,1,4,1,-0.604528152916388,2,-0.984765202894741
71,1118,665000000,0.33412639860198257,-0.010670741792621783,1,5,1,-0.604528152916388,2,-0.2995298734077591
71,1756,850000000,0.1264577647689526,-0.015477580385415541,0,5,1,-0.604528152916388,0,0.3857054560792225
71,2928,1860000000,-0.08121086906407739,-0.022545046892879072,1,5,1,-0.604528152916388,2,0.7283231208227138
18,1627,1435000000,1.3724695677671324,-0.020991307006561325,1,5,1,-0.604528152916388,0,-0.07111809691209854
18,3117,996000000,0.5417950324350125,-0.0136113959905662,1,0,1,-0.604528152916388,0,-0.07111809691209854
18,3189,465000000,-0.28887950289710734,-0.004167371931783168,1,0,0,-0.604528152916388,0,0.15729367958356225
23,933,450000000,0.7494636662680425,-0.014063804328711495,0,6,1,-0.604528152916388,2,-0.64214753815125
23,1195,550000000,-0.4965481367301373,-0.006994924045191262,0,5,1,-0.604528152916388,2,0.3857054560792225
28,1377,210000000,-2.365565841227407,-0.022546460668935776,0,0,1,-0.604528152916388,0,1.0709407855662043
35,876,403000000,-0.08121086906407739,-0.011236252215303402,0,6,1,-0.604528152916388,2,-0.5279416499034196
35,3470,675000000,1.3724695677671324,-0.02212232785192456,0,3,1,-0.604528152916388,2,-0.64214753815125
35,3477,735000000,1.3724695677671324,-0.022263705457594967,0,3,1,-0.604528152916388,2,-0.64214753815125
38,3252,720000000,-1.9502285735613472,-0.008832832918906523,1,5,1,-0.604528152916388,2,1.641970226805356
38,3282,3230000000,0.33412639860198257,-0.010812119398292188,1,5,1,-0.604528152916388,2,1.641970226805356
47,1983,3899000000,0.5417950324350125,-0.014205181934381899,1,5,1,-0.604528152916388,2,1.0709407855662043
50,2829,995000000,0.7494636662680425,-0.01816375489315323,1,5,1,-0.604528152916388,0,0.3857054560792225
50,4326,480000000,0.7494636662680425,-0.017174111653460396,1,5,1,-0.604528152916388,2,-0.64214753815125
65,3750,415000000,0.1264577647689526,-0.017456866864801208,1,4,1,-0.604528152916388,2,-0.984765202894741
65,3751,448000000,0.33412639860198257,-0.015477580385415541,1,4,1,-0.604528152916388,2,-0.984765202894741
71,1120,730000000,0.7494636662680425,-0.017174111653460396,1,5,1,-0.604528152916388,2,-0.2995298734077591
71,2924,1080000000,-0.7042167705631672,-0.022546460668935776,1,5,1,-0.604528152916388,2,0.7283231208227138
75,4056,720000000,0.7494636662680425,-0.017739622076142016,0,5,1,-0.604528152916388,3,-2.3552358618687044
75,4061,860000000,0.9571323001010724,-0.016891356442119587,0,5,1,-0.604528152916388,3,-2.3552358618687044
9,1176,259000000,-0.28887950289710734,-0.01901202052717566,0,6,0,-0.604528152916388,2,-0.5279416499034196
18,1612,1288000000,1.1648009339341023,-0.021415439823572538,1,5,1,-0.604528152916388,0,-0.07111809691209854
23,919,328000000,-0.4965481367301373,-0.014346559540052303,0,6,1,-0.604528152916388,2,-0.64214753815125
26,2011,385000000,-0.7042167705631672,-0.006994924045191262,1,8,0,-0.604528152916388,2,0.3857054560792225
26,2143,345000000,0.9571323001010724,-0.016184468413767566,0,4,1,-0.604528152916388,2,-0.9276622587708258
26,3376,526000000,-0.7042167705631672,-0.022546460668935776,0,5,1,-0.604528152916388,2,0.3857054560792225
26,3955,890000000,0.9571323001010724,-0.019577530949857275,0,3,1,-0.604528152916388,2,-0.5279416499034196
44,37,368000000,0.1264577647689526,-0.011236252215303402,1,4,1,-0.604528152916388,2,-0.64214753815125
47,612,559000000,-0.4965481367301373,-0.008408700101895308,0,6,1,-0.604528152916388,2,-0.07111809691209854
47,619,1398000000,0.9571323001010724,-0.02212232785192456,0,6,1,-0.604528152916388,2,-0.64214753815125
47,643,599000000,-0.4965481367301373,-0.00968109855292895,0,6,1,-0.604528152916388,2,-0.07111809691209854
48,215,310000000,1.1648009339341023,-0.021415439823572538,1,6,0,-0.604528152916388,2,-0.64214753815125
48,218,415000000,0.9571323001010724,-0.019718908555527683,1,6,1,-0.604528152916388,2,-0.64214753815125
55,53,630000000,0.7494636662680425,-0.016184468413767566,0,3,1,-0.604528152916388,2,-0.984765202894741
65,1517,445000000,0.9571323001010724,-0.014205181934381899,1,5,1,-0.604528152916388,1,0.0
71,1070,369000000,-0.9118854043961973,-0.005581147988487215,0,6,1,-0.604528152916388,2,-0.2995298734077591
71,1762,645000000,-0.28887950289710734,-0.02113268461223173,1,5,0,-0.604528152916388,0,0.3857054560792225
71,2924,1190000000,-0.7042167705631672,0.007142836521849206,1,5,1,-0.604528152916388,2,0.7283231208227138
75,1656,288000000,0.33412639860198257,-0.013215538694689067,0,4,1,-0.604528152916388,2,-0.7563534263990804
75,4054,745000000,0.9571323001010724,-0.016891356442119587,0,5,1,-0.604528152916388,3,-2.3552358618687044
5,132,499000000,-0.7042167705631672,-0.006994924045191262,1,6,1,-0.604528152916388,2,-0.07111809691209854
9,3653,119000000,-0.28887950289710734,-0.008408700101895308,1,8,0,-0.604528152916388,2,-1.2131769793904015
18,1611,1220000000,0.9571323001010724,-0.014063804328711495,1,5,1,-0.604528152916388,0,-0.07111809691209854
18,1624,1240000000,0.7494636662680425,-0.015477580385415541,1,5,1,-0.604528152916388,0,-0.07111809691209854
23,929,439000000,0.7494636662680425,-0.012650028272007448,0,6,1,-0.604528152916388,2,-0.64214753815125
26,2163,245000000,-0.9118854043961973,-0.008408700101895308,1,4,1,-0.604528152916388,2,-0.9276622587708258
26,2195,305000000,-1.1195540382292273,-0.005581147988487215,1,4,1,-0.604528152916388,2,-0.5279416499034196
26,3388,799000000,0.5417950324350125,-0.013498293906029876,0,5,1,-0.604528152916388,2,0.3857054560792225
26,3967,330000000,-1.534891305895287,-0.010387986581280973,1,3,1,-0.604528152916388,2,-0.07111809691209854
37,3053,490000000,-1.327222672062257,-0.022546460668935776,1,5,1,-0.604528152916388,2,-0.07111809691209854
38,2461,4550000000,-0.4965481367301373,0.007031713723792268,1,5,1,-0.604528152916388,2,4.154499768257622
38,3238,1690000000,-0.4965481367301373,-0.004167371931783168,1,5,1,-0.604528152916388,2,-0.07111809691209854
44,1277,495000000,-0.4965481367301373,-0.008408700101895308,0,5,1,-0.604528152916388,2,0.4999113443270529
47,1935,845000000,-0.4965481367301373,-0.008691455313236117,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,3298,1170000000,-0.7042167705631672,0.0002153338439993767,0,6,1,-0.604528152916388,2,1.0709407855662043
50,2837,359000000,-1.327222672062257,-0.002046707846727098,0,5,1,-0.604528152916388,0,0.4999113443270529
50,4341,626000000,1.1648009339341023,-0.016184468413767566,1,5,1,-0.604528152916388,2,-0.64214753815125
53,3722,320000000,0.1264577647689526,-0.012508650666337044,0,6,1,-0.604528152916388,2,-0.64214753815125
65,1511,280000000,-0.4965481367301373,-0.008408700101895308,1,5,1,-0.604528152916388,2,-0.7563534263990804
5,4238,2559000000,0.5417950324350125,-0.015477580385415541,1,5,1,-0.604528152916388,2,1.0709407855662043
18,3144,565000000,-0.28887950289710734,-0.022546460668935776,1,0,1,-0.604528152916388,0,1.2993525620618651
18,3811,730000000,1.1648009339341023,-0.01703273404778999,0,5,1,-0.604528152916388,2,-0.64214753815125
23,1195,560000000,-0.28887950289710734,-0.004167371931783168,0,5,1,-0.604528152916388,2,0.3857054560792225
26,2159,125000000,-0.7042167705631672,0.0014877322950330187,1,4,0,-0.604528152916388,2,-1.2131769793904015
35,804,99000000,-2.573234475060437,-0.008408700101895308,1,8,0,-0.604528152916388,2,0.4999113443270529
35,883,458000000,0.33412639860198257,-0.01363967151170028,0,6,1,-0.604528152916388,2,-0.5279416499034196
35,901,510000000,0.5417950324350125,-0.016891356442119587,0,6,1,-0.604528152916388,2,-0.07111809691209854
35,3576,645000000,-0.08121086906407739,-0.009822476158599354,0,5,1,-0.604528152916388,0,0.15729367958356225
37,3040,5700000000,0.1264577647689526,-0.015477580385415541,1,5,1,-0.604528152916388,2,1.0709407855662043
47,1405,2050000000,0.9571323001010724,-0.02254221934076566,0,6,1,-0.604528152916388,2,-0.07111809691209854
47,1939,1539000000,0.33412639860198257,-0.014063804328711495,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1940,1680000000,0.5417950324350125,-0.01434839744892602,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,1961,2790000000,0.5417950324350125,-0.014063804328711495,1,5,1,-0.604528152916388,1,0.0
56,2863,5639000000,0.7494636662680425,-0.020143041372538896,1,6,1,-0.604528152916388,2,0.956734897318374
71,1789,668000000,-0.08121086906407739,0.0043152844084411125,1,5,1,-0.604528152916388,2,0.7283231208227138
71,2248,185000000,-2.157897207394377,-0.0027535958750791213,0,3,0,-0.604528152916388,2,-0.07111809691209854
75,1665,336000000,0.7494636662680425,-0.018022377287482825,0,4,1,-0.604528152916388,2,-0.7563534263990804
75,4040,259000000,1.3724695677671324,-0.021556817429242942,0,4,1,-0.604528152916388,3,-2.3552358618687044
5,149,1399000000,1.3724695677671324,-0.020171316893672978,0,6,1,-0.604528152916388,2,-0.07111809691209854
18,1597,965000000,0.7494636662680425,-0.01844651010449404,1,5,1,-0.604528152916388,0,-0.07111809691209854
18,1616,899000000,0.33412639860198257,-0.012932783483348257,1,5,1,-0.604528152916388,0,-0.07111809691209854
18,3116,899000000,0.33412639860198257,-0.014063804328711495,1,0,1,-0.604528152916388,0,-0.07111809691209854
18,3811,730000000,1.1648009339341023,-0.016891356442119587,0,5,1,-0.604528152916388,2,-0.64214753815125
37,3060,499000000,-1.327222672062257,-0.013074161089018661,1,5,1,-0.604528152916388,2,-0.07111809691209854
38,2473,7650000000,0.1264577647689526,-0.01660860123077878,1,5,1,-0.604528152916388,2,4.154499768257622
44,30,368000000,-0.08121086906407739,-0.022546460668935776,1,4,1,-0.604528152916388,2,-0.64214753815125
44,72,440000000,-0.08121086906407739,-0.011236252215303402,0,6,1,-0.604528152916388,2,-0.64214753815125
44,1281,520000000,-0.4965481367301373,-0.009115588130247331,0,5,1,-0.604528152916388,2,0.4999113443270529
47,659,999000000,0.1264577647689526,-0.016537912427943575,0,6,1,-0.604528152916388,2,-0.07111809691209854
47,667,2399000000,0.9571323001010724,-0.02254221934076566,0,6,1,-0.604528152916388,2,-0.07111809691209854
47,1937,999000000,-0.08121086906407739,-0.012650028272007448,0,5,1,-0.604528152916388,2,-0.07111809691209854
47,3318,2690000000,0.33412639860198257,-0.016467223625108374,0,6,1,-0.604528152916388,2,1.0709407855662043
65,4147,400000000,-0.4965481367301373,-0.014063804328711495,1,5,1,-0.604528152916388,2,-0.5279416499034196
71,2367,5200000000,0.9571323001010724,-0.017456866864801208,1,5,1,-0.604528152916388,2,1.5277643385575255
71,2391,2200000000,-0.7042167705631672,-0.022546460668935776,1,5,1,-0.604528152916388,2,2.898234997531489
75,4064,870000000,0.9571323001010724,-0.022546460668935776,0,5,1,-0.604528152916388,3,-2.3552358618687044
77,4279,2100000000,0.9571323001010724,-0.021556817429242942,1,5,1,-0.604528152916388,2,-0.07111809691209854
77,4282,2035000000,1.3724695677671324,-0.021973881365970636,1,5,1,-0.604528152916388,2,-0.07111809691209854
2,382,1070000000,0.33412639860198257,-0.016184468413767566,1,6,1,-0.604528152916388,2,-0.07111809691209854
5,4207,1689000000,1.1648009339341023,-0.0221364656124916,0,5,1,-0.604528152916388,2,-0.07111809691209854
5,4234,2888000000,0.7494636662680425,-0.018119503702578393,0,5,1,-0.604528152916388,2,1.0709407855662043
35,2889,215000000,-1.327222672062257,-0.004167371931783168,0,4,1,-0.604528152916388,2,-0.9276622587708258
35,3446,655000000,-0.08121086906407739,-0.009539720947258546,0,8,1,-0.604528152916388,0,0.15729367958356225
35,3673,835000000,0.7494636662680425,-0.015477580385415541,0,3,1,-0.604528152916388,0,-0.07111809691209854
37,3094,2299000000,-1.1195540382292273,-0.011236252215303402,1,5,1,-0.604528152916388,2,3.3550585505228105
37,3106,2380000000,-0.7042167705631672,-0.022545046892879072,1,5,1,-0.604528152916388,2,1.0709407855662043
38,2479,8790000000,1.1648009339341023,-0.020425796583879705,1,5,1,-0.604528152916388,2,1.5277643385575255
38,3238,1690000000,-0.4965481367301373,-0.004167371931783168,1,5,1,-0.604528152916388,2,-0.07111809691209854
