title,price,posted_date,specs
Xe Mitsubishi Outlander 2.4 CVT Premium 2019,595 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Mitsubishi Xpander Cross 1.5 AT 2022,539 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '52,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Nissan Almera VL 1.0 CVT Cao cấp 2023,449 Triệu,28/09/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '45,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Porsche Cayenne 3.0 V6 2019,3 Tỷ 90 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.0 L'}"
Xe Toyota Prado TXL 2.7L 2014,920 Triệu,28/09/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.7 L'}"
Xe Toyota Vios 1.5G CVT 2021,399 Triệu,28/09/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '96,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Toyota Vios G 1.5 CVT 2022,429 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '58,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,820 Triệu,28/09/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '65,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Ford Ranger XLS 2.2L 4x2 AT 2016,385 Triệu,28/09/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Honda City 1.5TOP 2018,379 Triệu,28/09/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Honda City 1.5TOP 2020,399 Triệu,28/09/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '76,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Honda CRV L 2021,835 Triệu,28/09/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Hyundai Grand Starex Cứu Thương 2.5 MT 2017,450 Triệu,28/09/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.5 L'}"
Xe Hyundai i10 Grand 1.2 MT 2019,239 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.25 L'}"
Xe Hyundai SantaFe Premium 2.2L HTRAC 2019,810 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Hyundai Tucson 1.6 AT Turbo 2020,678 Triệu,28/09/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '65,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt 2022,835 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '45,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Lexus RX 300 2019,2 Tỷ 65 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '450,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Lexus RX 300 2022,2 Tỷ 890 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '20,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mazda 3 1.5L Deluxe 2023,555 Triệu,28/09/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '30,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mazda CX5 2.5 Signature Premium AWD I,Activ  2020 - 700 Triệu,28/09/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Mercedes Benz C class C300 AMG 2018,860 Triệu,28/09/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '70,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz C class C300 AMG 2019,979 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz E class E300 AMG 2017,1 Tỷ 68 Triệu,28/09/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '55,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe MG 5 Luxury 1.5 AT 2022,415 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '32,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mitsubishi Outlander 2.0 CVT 2019,590 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '34,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe VinFast VF8 Eco AWD 2023,785 Triệu,28/09/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '38,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Điện'}"
Xe Audi Q7 2.0 AT 2018,1 Tỷ 748 Triệu,28/09/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '75,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Bentley Mulsanne Speed 2016,7 Tỷ 386 Triệu,28/09/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '40,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  6.8 L'}"
Xe BMW 3 Series 320i 2013,395 Triệu,27/09/2025,"{'Năm sản xuất': '2013', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '91,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Hyundai Accent 1.4 AT 2011,258 Triệu,28/09/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai SantaFe 2.4L 4WD 2017,600 Triệu,28/09/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Kia Carnival Premium 2.2D 2022,1 Tỷ 125 Triệu,27/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '61,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Kia Carnival Signature 2.2D 2025,1 Tỷ 668 Triệu,28/09/2025,"{'Năm sản xuất': '2025', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '1,600 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Kia Sedona 3.3L GATH 2016,580 Triệu,28/09/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '70,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.3 L'}"
Xe Kia Seltos Premium 1.4 AT 2022,619 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '48,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe LandRover Range Rover Autobiography LWB 5.0 2014,2 Tỷ 950 Triệu,28/09/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  5.0 L'}"
Xe Lexus LS 460L 2007,660 Triệu,28/09/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  4.6 L'}"
Xe Mazda CX8 Premium AWD 2022,880 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '50,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Mitsubishi Outlander Premium 2.0 CVT 2022,775 Triệu,28/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '12,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mitsubishi Xpander 1.5 AT 2019,435 Triệu,27/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '40,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Porsche Taycan Base 2021,3 Tỷ 989 Triệu,27/09/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '19,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Điện'}"
Xe Toyota Camry 2.5Q 2017,630 Triệu,27/09/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '74,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Toyota Fortuner 2.4G 4x2 AT 2019,795 Triệu,28/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '104,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.4 L'}"
Xe Toyota Fortuner 2.5G 2011,395 Triệu,28/09/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.5 L'}"
Xe Toyota Innova Cross HEV 2.0 CVT 2023,960 Triệu,28/09/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '8,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Hybrid  2.0 L'}"
Xe Toyota Prado TXL 2.7L 2015,1 Tỷ 60 Triệu,28/09/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '200,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.7 L'}"
Xe BMW 3 Series 320i M Sport 2025,1 Tỷ 598 Triệu,27/09/2025,"{'Năm sản xuất': '2025', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '9,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe BMW X3 sDrive20i M Sport 2024,1 Tỷ 979 Triệu,27/09/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '9,989 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Ford Everest 2.5L 4x2 MT 2006,206 Triệu,27/09/2025,"{'Năm sản xuất': '2006', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '105,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.5 L'}"
Xe Ford Ranger Raptor 2.0L 4x4 AT 2021,919 Triệu,27/09/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Honda CRV 2.0 AT 2011,339 Triệu,27/09/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '120,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Hyundai SantaFe 2.2 MT 2008,268 Triệu,27/09/2025,"{'Năm sản xuất': '2008', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '132,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.2 L'}"
Xe Kia Sedona 2.2 DAT Luxury 2019,778 Triệu,27/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '84,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Lexus GX 460 2010,1 Tỷ 254 Triệu,27/09/2025,"{'Năm sản xuất': '2010', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '16,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  4.6 L'}"
Xe Lexus RX 300 2022,3 Tỷ 50 Triệu,27/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '20,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz C class C200 Avantgarde Plus 2022,1 Tỷ 379 Triệu,27/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '36,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mercedes Benz GLC 250 4Matic 2018,895 Triệu,27/09/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz GLS 450 4Matic 2021,3 Tỷ 739 Triệu,27/09/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '55,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.0 L'}"
Xe MG ZS Standard 1.5 AT 2WD 2021,375 Triệu,27/09/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mitsubishi Outlander 2.0 CVT 2022,688 Triệu,27/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '40,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mitsubishi Pajero Sport 2.4D 4x2 AT 2018,658 Triệu,27/09/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '170,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.4 L'}"
Xe Suzuki Super Carry Van Blind Van 2014,120 Triệu,27/09/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '100,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.0 L'}"
Xe Suzuki Swift 1.4 AT 2014,256 Triệu,27/09/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '90,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Toyota Camry 2.5Q 2015,549 Triệu,27/09/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Toyota Fortuner 2.5G 2016,539 Triệu,27/09/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '116,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.5 L'}"
Xe Toyota Innova 2.0E 2016,275 Triệu,27/09/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  2.0 L'}"
Xe Audi Q5 2.0 AT 2016,699 Triệu,27/09/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '96,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Ford Everest Ambiente 2.0L 4x2 AT 2024,1 Tỷ 50 Triệu,27/09/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '12,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Ford Explorer Limited 2.3L EcoBoost 2019,995 Triệu,27/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '89,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.3 L'}"
Xe Ford Fiesta S 1.5 AT 2014,189 Triệu,27/09/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Ford Ranger Raptor 2.0L 4x4 AT 2023,1 Tỷ 70 Triệu,27/09/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '34,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Honda Accord 2.4 AT 2007,250 Triệu,27/09/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '14,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Kia Morning Van 1.0 AT 2016,188 Triệu,27/09/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '8,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Kia Seltos Luxury 1.4 AT 2022,555 Triệu,27/09/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '41,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Lexus GX 550 M 2024,6 Tỷ 460 Triệu,27/09/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '3,999 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.4 L'}"
Xe Mazda 3 1.5L Luxury 2024,595 Triệu,27/09/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '32,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Mercedes Benz E class E300 AMG 2019,1 Tỷ 299 Triệu,27/09/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '96,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz GLC 200 4Matic 2021,1 Tỷ 430 Triệu,27/09/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '26,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
