,Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Tuổi thọ
6934,mitsubishi,xpander cross 1.5 at 2021,519,2021.0,51000.0,1.5,xăng,số tự động,nhập khẩu,suv,32.0
6935,nissan,teana 2.0 at 2010,268,2010.0,110000.0,2.0,xăng,số tự động,nhập khẩu,sedan,32.0
6936,subaru,forester 2.0i,2021,2021.0,81000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
6937,suzuki,xl7 1.5 at 2022,489,2022.0,65000.0,1.5,xăng,số tự động,nhập khẩu,suv,32.0
6938,toyota,corolla cross 1.8g 2023,685,2023.0,20007.0,1.8,xăng,số tự động,nhập khẩu,suv,32.0
6939,toyota,fortuner 2.7v 4x2 at 2016,469,2016.0,130000.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,32.0
6940,toyota,prado vx 2.7l 2021,2380,2021.0,80000.0,2.7,xăng,số tự động,nhập khẩu,suv,32.0
6941,bmw,3 series 330i m sport 2023,1699,2023.0,17000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6942,bmw,5 series 523i 2009,289,2009.0,80000.0,2.5,xăng,số tự động,nhập khẩu,sedan,32.0
6943,bmw,7 series 730li 2016,1350,2016.0,70000.0,2.0,xăng,số tự động,nhập khẩu,sedan,32.0
6944,ferrari,sf90 stradale 4.0 v8 2022,23000,2022.0,6000.0,4.0,hybrid,số tự động,nhập khẩu,coupe,32.0
6945,ford,explorer limited 2.3l ecoboost 2022,1750,2022.0,40000.0,2.3,xăng,số tự động,nhập khẩu,suv,32.0
6946,ford,ranger wildtrak 2.0l 4x4 at 2024,885,2024.0,15000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,32.0
6947,honda,crv l 2019,759,2019.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,suv,32.0
6948,hyundai,stargazer cao cấp 1.5 at 2022,485,2022.0,32800.0,1.5,xăng,số tự động,nhập khẩu,van/minivan,32.0
6949,lexus,es 250 2021,2060,2021.0,179626.7683965918,2.5,xăng,số tự động,nhập khẩu,sedan,32.0
6950,lexus,rx 300 2021,2650,2021.0,50000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
6951,mazda,cx5 2.5 at 2wd 2017,570,2017.0,96000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
6952,mercedes,benz g class g63 amg 2022,10200,2022.0,17000.0,4.0,xăng,số tự động,nhập khẩu,suv,32.0
6953,mercedes,benz glc 200 4matic 2022,1599,2022.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
6954,mitsubishi,xpander premium 1.5 at 2024,580,2024.0,22000.0,1.5,xăng,số tự động,nhập khẩu,suv,32.0
6955,toyota,camry 2.5q 2013,458,2013.0,110000.0,2.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6956,toyota,camry 2.5q 2021,925,2021.0,54000.0,2.5,xăng,số tự động,nhập khẩu,sedan,32.0
6957,toyota,innova e 2.0 mt 2024,720,2024.0,24107.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,32.0
6958,toyota,land cruiser 3.5 v6 2023,5188,2023.0,28000.0,3.4,xăng,số tự động,nhập khẩu,suv,32.0
6959,vinfast,vf5 plus 2024,435,2024.0,20000.0,2.097780157324657,điện,số tự động,lắp ráp trong nước,suv,32.0
6960,volvo,xc60 t6 awd inscription 2019,1269,2019.0,75000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
6961,hyundai,elantra 1.6 mt 2021,399,2021.0,78000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,32.0
6962,hyundai,genesis 2.0 at 2010,305,2010.0,120000.0,2.0,xăng,số tự động,nhập khẩu,coupe,32.0
6963,kia,carens exmt 2015,225,2015.0,140000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,32.0
6964,kia,k3 premium 1.6 at 2022,555,2022.0,60000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6965,kia,sonet deluxe 1.5 at 2023,495,2023.0,20000.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,32.0
6966,landrover,range rover autobiography lwb 3.0 i6 awd 2023,11899,2023.0,21000.0,3.0,xăng,số tự động,nhập khẩu,suv,32.0
6967,landrover,range rover vogue 3.0 2019,5630,2019.0,179626.7683965918,3.0,xăng,số tự động,nhập khẩu,suv,32.0
6968,lexus,es 250 2022,1999,2022.0,179626.7683965918,2.5,xăng,số tự động,nhập khẩu,sedan,32.0
6969,lexus,gx 460 2015,2290,2015.0,110000.0,4.6,xăng,số tự động,nhập khẩu,suv,32.0
6970,lexus,lx 600 f,2023008,2023.0,42500.0,3.4,xăng,số tự động,nhập khẩu,suv,32.0
6971,mazda,6 premium 2.0 at 2023,735,2023.0,26000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6972,mercedes,benz c class c200 avantgarde plus 2022,1279,2022.0,20915.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6973,mercedes,benz e class e200 2016,789,2016.0,92000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6974,mercedes,benz e class e300 amg 2022,2200,2022.0,44.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6975,mercedes,benz g class g63 amg 2019,7500,2019.0,60000.0,4.0,xăng,số tự động,nhập khẩu,suv,32.0
6976,mercedes,benz glc 200 2021,1260,2021.0,36000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
6977,toyota,fortuner 2.7v 4x2 at 2015,445,2015.0,12000.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,32.0
6978,toyota,fortuner 2.7v 4x2 at 2019,735,2019.0,80000.0,2.7,xăng,số tự động,nhập khẩu,suv,32.0
6979,toyota,yaris 1.5g 2019,460,2019.0,60000.0,1.5,xăng,số tự động,nhập khẩu,hatchback,32.0
6980,volkswagen,viloran luxury 2024,2179,2024.0,5000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,32.0
6981,audi,q5 2.0 at 2017,990,2017.0,92000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
6982,ford,ecosport titanium 1.5 at 2021,458,2021.0,68000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
6983,ford,everest 2.5l 4x2 mt 2015,355,2015.0,179626.7683965918,2.5,dầu,số tay,lắp ráp trong nước,suv,32.0
6984,ford,ranger xls 2.0l 4x2 at 2023,628,2023.0,46000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,32.0
6985,ford,ranger xls 2.0l 4x2 at 2024,675,2024.0,17000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,32.0
6986,ford,ranger xls 2.2l 4x2 at 2015,358,2015.0,182000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,32.0
6987,honda,city l 1.5 at 2022,439,2022.0,79000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6988,hyundai,grand starex van 2.4 mt 2011,260,2011.0,130000.0,2.4,xăng,số tay,nhập khẩu,van/minivan,32.0
6989,landrover,range rover autobiography 5.0 2011,440,2011.0,180000.0,5.0,xăng,số tự động,nhập khẩu,suv,32.0
6990,lexus,nx 200t 2015,1060,2015.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,suv,32.0
6991,lexus,rx 350 2012,1050,2012.0,120000.0,3.5,xăng,số tự động,nhập khẩu,suv,32.0
6992,mercedes,benz c class c300 amg 2021,1190,2021.0,26000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
6993,mercedes,benz glb 35 4matic 2021,1499,2021.0,54400.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
6994,mercedes,benz glc 250 4matic 2017,838,2017.0,78000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
6995,nissan,tiida 1.8 at 2010,205,2010.0,120000.0,1.8,xăng,số tự động,nhập khẩu,hatchback,32.0
6996,suzuki,xl7 1.5 at 2020,429,2020.0,92000.0,1.5,xăng,số tự động,nhập khẩu,suv,32.0
6997,toyota,corolla cross 1.8g 2023,675,2023.0,30000.0,1.8,xăng,số tự động,nhập khẩu,suv,32.0
6998,toyota,innova 2.0g 2017,495,2017.0,150000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,32.0
6999,toyota,prado txl 2.7l 2015,999,2015.0,179626.7683965918,2.7,xăng,số tự động,nhập khẩu,suv,32.0
7000,vinfast,vf e34 at 2022,439,2022.0,54000.0,0.1,điện,số tự động,lắp ráp trong nước,crossover,32.0
7001,bmw,x4 xdrive20i m sport 2020,1899,2020.0,60000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
7002,chevrolet,spark lt 1.2 mt 2018,148,2018.0,126000.0,1.2,xăng,số tay,lắp ráp trong nước,hatchback,32.0
7003,ford,ecosport titanium 1.5l at 2016,315,2016.0,90000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7004,ford,explorer limited 2.3l ecoboost 2021,1665,2021.0,76000.0,2.3,xăng,số tự động,nhập khẩu,suv,32.0
7005,ford,focus titanium 1.5l 2016,355,2016.0,130000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7006,ford,ranger xls 2.2l 4x2 at 2016,415,2016.0,179626.7683965918,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,32.0
7007,honda,crv 2.4 at 2015,499,2015.0,85000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,32.0
7008,honda,crv l 2025,1089,2025.0,11000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7009,kia,carnival signature 2.2d 2021,1125,2021.0,80000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,32.0
7010,landrover,range rover evoque hse dynamic 2015,799,2015.0,57000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
7011,mazda,3 1.5l luxury 2019,435,2019.0,70000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7012,mercedes,benz c class c200 exclusive 2020,990,2020.0,48000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7013,mercedes,benz e class e200 exclusive 2020,1238,2020.0,68000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7014,mercedes,benz glc 300 4matic 2019,1465,2019.0,96000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7015,mercedes,benz s class s450 4matic 2022,3650,2022.0,65000.0,3.0,xăng,số tự động,nhập khẩu,sedan,32.0
7016,nissan,x trail 2.0 sl 2wd premium 2018,489,2018.0,95000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7017,toyota,corolla altis 1.8g at 2015,445,2015.0,85000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7018,toyota,previa gl 2.4 at 2010,599,2010.0,50000.0,2.4,xăng,số tự động,nhập khẩu,van/minivan,32.0
7019,toyota,vios e 1.5 mt 2023,375,2023.0,57000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,32.0
7020,volvo,s90 inscription lwb b6 awd 2022,1760,2022.0,10000.0,2.0,xăng,số tự động,nhập khẩu,sedan,32.0
7021,bentley,flying spur w12 2014,4100,2014.0,160000.0,6.0,xăng,số tự động,nhập khẩu,sedan,32.0
7022,bmw,x5 xdrive40i m sport 2022,2929,2022.0,40000.0,3.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7023,ford,ecosport titanium 1.5l at 2015,265,2015.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7024,ford,escape 3.0 v6 2002,68,2002.0,10.0,3.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7025,ford,ranger wildtrak 2.0l 4x4 at 2024,875,2024.0,33000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,32.0
7026,ford,territory titanium x 1.5 at 2022,775,2022.0,50000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7027,hyundai,tucson 1.6 at turbo 2019,645,2019.0,57000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,32.0
7028,kia,k3 luxury 1.6 at 2022,525,2022.0,50000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7029,lexus,es 250 2022,2175,2022.0,32000.0,2.5,xăng,số tự động,nhập khẩu,sedan,32.0
7030,lexus,rx 350l 2021,3650,2021.0,58000.0,3.5,xăng,số tự động,nhập khẩu,suv,32.0
7031,mazda,3 1.5l luxury 2024,625,2024.0,10000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7032,mercedes,benz glc 200 2022,1410,2022.0,10000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7033,mg,5 luxury 1.5 at 2022,399,2022.0,34000.0,1.5,xăng,số tự động,nhập khẩu,sedan,32.0
7034,mitsubishi,xpander 1.5 at 2020,445,2020.0,90000.0,1.5,xăng,số tự động,nhập khẩu,suv,32.0
7035,nissan,sunny xl 2013,135,2013.0,179626.7683965918,1.5,xăng,số tay,lắp ráp trong nước,sedan,32.0
7036,subaru,forester 2.0i,2019,2019.0,60000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
7037,toyota,sienna limited 3.5 2016,1850,2016.0,85731.0,3.5,xăng,số tự động,nhập khẩu,van/minivan,32.0
7038,vinfast,vf8 eco awd 2022,670,2022.0,69000.0,2.097780157324657,điện,số tự động,lắp ráp trong nước,suv,32.0
7039,volvo,xc60 ultra b6 awd 2025,2039,2025.0,4000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
7040,audi,a6 45 tfsi 2022,1699,2022.0,21212.0,2.0,xăng,số tự động,nhập khẩu,sedan,32.0
7041,ford,everest titanium 2.0l 4x2 at 2024,1280,2024.0,10000.0,2.0,dầu,số tự động,nhập khẩu,suv,32.0
7042,ford,everest titanium plus 2.0l 4x4 at 2023,1379,2023.0,20000.0,2.0,dầu,số tự động,nhập khẩu,suv,32.0
7043,ford,everest titanium plus 2.0l 4x4 at 2024,1430,2024.0,20000.0,2.0,dầu,số tự động,nhập khẩu,suv,32.0
7044,ford,everest titanium plus 2.0l 4x4 at 2024,1429,2024.0,10000.0,2.0,dầu,số tự động,nhập khẩu,suv,32.0
7045,ford,everest wildtrak 2.0l 4x4 at 2024,1460,2024.0,20000.0,2.0,dầu,số tự động,nhập khẩu,suv,32.0
7046,ford,territory titanium x 1.5 at 2024,839,2024.0,20000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7047,hyundai,accent 1.4 ath 2018,360,2018.0,66000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7048,hyundai,santafe cao cấp 2.2l htrac 2022,1165,2022.0,70000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,32.0
7049,hyundai,santafe cao cấp 2.2l htrac 2022,1140,2022.0,80000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,32.0
7050,hyundai,santafe cao cấp 2.5l htrac 2021,960,2021.0,80000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7051,hyundai,santafe cao cấp 2.5l htrac 2024,1199,2024.0,17000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7052,kia,carnival signature 2.2d 2024,1399,2024.0,40000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,32.0
7053,mercedes,benz e class e200 2019,1099,2019.0,60000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7054,mercedes,benz e class e300 amg 2021,1750,2021.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7055,mercedes,benz s class s450l luxury 2019,2580,2019.0,65000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7056,toyota,innova cross 2.0 cvt 2024,838,2024.0,2500.0,2.0,xăng,số tự động,nhập khẩu,crossover,32.0
7057,toyota,innova cross hev 2.0 cvt 2024,999,2024.0,5000.0,2.0,hybrid,số tự động,nhập khẩu,crossover,32.0
7058,toyota,vios 1.5e mt 2020,355,2020.0,50000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,32.0
7059,volvo,xc60 ultimate bright b6 awd 2023,2139,2023.0,12000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
7060,bmw,3 series 320i sport line 2023,1339,2023.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7061,ford,ecosport titanium 1.5l at 2015,295,2015.0,100000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7062,ford,explorer limited 2.3l ecoboost 2019,1070,2019.0,100000.0,2.3,xăng,số tự động,nhập khẩu,suv,32.0
7063,ford,territory titanium 1.5 at 2022,760,2022.0,70000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7064,hyundai,kona 2.0 ath 2020,495,2020.0,70000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,32.0
7065,hyundai,tucson 1.6 at turbo 2020,735,2020.0,60000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,32.0
7066,hyundai,tucson 2.0 at crdi đặc biệt 2022,848,2022.0,50000.0,2.0,dầu,số tự động,lắp ráp trong nước,crossover,32.0
7067,kia,cerato 1.6 at deluxe 2018,409,2018.0,87000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7068,mazda,3 s 2.0 at 2009,175,2009.0,179626.7683965918,2.0,xăng,số tự động,nhập khẩu,sedan,32.0
7069,mercedes,benz glc 200 2022,1460,2022.0,40000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7070,mercedes,benz glc 200 4matic 2020,1299,2020.0,70000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7071,mercedes,benz maybach s450 4matic 2022,7500,2022.0,1500.0,3.0,xăng,số tự động,nhập khẩu,sedan,32.0
7072,mercedes,benz s class s450 2021,3895,2021.0,40000.0,3.0,xăng,số tự động,nhập khẩu,sedan,32.0
7073,mercedes,benz v class v250 luxury 2019,1499,2019.0,71000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,32.0
7074,mitsubishi,xpander 1.5 at 2019,445,2019.0,57000.0,1.5,xăng,số tự động,nhập khẩu,suv,32.0
7075,peugeot,2008 gt line 1.2 at 2022,645,2022.0,68000.0,1.2,xăng,số tự động,lắp ráp trong nước,crossover,32.0
7076,suzuki,ciaz 1.4 at 2018,300,2018.0,81000.0,1.4,xăng,số tự động,nhập khẩu,sedan,32.0
7077,toyota,innova 2.0e 2019,485,2019.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,32.0
7078,bmw,x6 xdrive30d 2014,990,2014.0,170000.0,3.0,dầu,số tự động,nhập khẩu,suv,32.0
7079,ford,everest titanium 2.0l 4x2 at 2022,1120,2022.0,80000.0,2.0,dầu,số tự động,nhập khẩu,suv,32.0
7080,ford,explorer limited 2.3l ecoboost 2022,1620,2022.0,93000.0,2.3,xăng,số tự động,nhập khẩu,suv,32.0
7081,ford,transit limousine 2018,400,2018.0,160000.0,2.4,dầu,số tay,lắp ráp trong nước,van/minivan,32.0
7082,hyundai,santafe cao cấp 2.5l htrac 2021,975,2021.0,50000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7083,hyundai,tucson 1.6 at turbo 2020,660,2020.0,179626.7683965918,1.6,xăng,số tự động,lắp ráp trong nước,crossover,32.0
7084,jeep,a2 trước 1990,345,1989.0,345.0,2.097780157324657,dầu,số tay,nhập khẩu,suv,32.0
7085,kia,seltos gt,1,2025.0,1300.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,32.0
7086,landrover,range rover evoque r,2019001,2019.0,40000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
7087,lexus,rc 300 2019,1799,2019.0,10000.0,2.0,xăng,số tự động,nhập khẩu,coupe,32.0
7088,mazda,cx5 2.5 at 2wd 2019,699,2019.0,70000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7089,mercedes,benz e class e180 2021,1250,2021.0,96000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7090,mercedes,benz glc 300 4matic 2020,1599,2020.0,48000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,32.0
7091,mercedes,benz s class s450 2021,3895,2021.0,40000.0,3.0,xăng,số tự động,nhập khẩu,sedan,32.0
7092,porsche,panamera 3.0 v6 2017,2980,2017.0,113000.0,3.0,xăng,số tự động,nhập khẩu,sedan,32.0
7093,porsche,panamera 3.0 v6 2021,5099,2021.0,25000.0,3.0,xăng,số tự động,nhập khẩu,sedan,32.0
7094,toyota,camry 2.0g 2020,750,2020.0,70.0,2.0,xăng,số tự động,nhập khẩu,sedan,32.0
7095,toyota,corolla cross 1.8v 2021,680,2021.0,72000.0,1.8,xăng,số tự động,nhập khẩu,suv,32.0
7096,toyota,innova g 2.0 at 2022,695,2022.0,80000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,32.0
7097,volvo,s90 inscription t6 awd 2021,1330,2021.0,90000.0,2.0,xăng,số tự động,nhập khẩu,sedan,32.0
7098,acura,zdx sh,2010,2010.0,87000.0,3.7,xăng,số tự động,nhập khẩu,crossover,32.0
7099,ford,everest titanium plus 2.0l 4x4 at 2023,1399,2023.0,40000.0,2.0,dầu,số tự động,nhập khẩu,suv,32.0
7100,honda,crv l 2022,909,2022.0,50000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7101,hyundai,accent cao cấp 1.5 at 2024,518,2024.0,5000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,32.0
7102,hyundai,santafe cao cấp 2.2l htrac 2022,1175,2022.0,58000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,32.0
7103,hyundai,santafe cao cấp 2.5l htrac 2021,1015,2021.0,30000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7104,hyundai,santafe cao cấp 2.5l htrac 2022,1069,2022.0,40000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,32.0
7105,hyundai,tucson 2.0 at crdi đặc biệt 2022,870,2022.0,50000.0,2.0,dầu,số tự động,lắp ráp trong nước,crossover,32.0
7106,kia,soul 2.0 at 2014,395,2014.0,94000.0,2.0,xăng,số tự động,nhập khẩu,suv,32.0
7107,landrover,range rover autobiography lwb 5.0 2015,2430,2015.0,80000.0,5.0,xăng,số tự động,nhập khẩu,suv,32.0
7108,lexus,es 250 f sport 2022,2299,2022.0,10000.0,2.5,xăng,số tự động,nhập khẩu,sedan,32.0
7109,lexus,rx 450h 2021,3860,2021.0,50000.0,3.5,hybrid,số tự động,nhập khẩu,suv,32.0
7110,mercedes,benz c class c300 amg 2018,777,2018.0,97000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,32.0
